,중분류,상품명,생산국가,상세정보
wine,화이트,"슐로스 폴라즈, 괴테 스페셜 에디션",독일,"생산자
슐로스 폴라즈 Schloss Vollrads [Weingut Schloss Vollrads]
국가/생산지역
독일(Germany) > 라인가우(Rheingau)
주요품종
리슬링 (Riesling) 100%
스타일
German Riesling
알코올
12~13 %
음용온도
8~10 ℃
추천음식
샐러드, 그릴 요리와 잘 어울린다.
기타정보
*2015 코리아 와인 첼린지 은메달 수상
수입사
금양인터내셔날   "
wine,화이트,"슐로스 폴라즈, 에디션",독일,"생산자
슐로스 폴라즈 Schloss Vollrads [Weingut Schloss Vollrads]
국가/생산지역
독일(Germany) > 라인가우(Rheingau)
주요품종
리슬링 (Riesling) 100%
스타일
German Riesling
알코올
12~13 %
음용온도
9~11 ℃
추천음식
식전 주로서 아주 훌륭하고, 에피타이저, 수프, 야채, 생선초밥, 블루치즈 등과 잘 어울린다.
수입사
금양인터내셔날   "
wine,레드,스택 와인즈 스톰호크 까베르네 소비뇽,남아프리카,"생산자
스택 와인즈 Stack Wines
국가/생산지역
남아프리카(South Africa)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon)
알코올
12.5 %
음용온도
16~18 ℃
추천음식
와인. 불고기, 삼겹살 등과 잘 어울린다."
wine,화이트,"스템베르거, 로비니아 '오렌지 와인'",슬로베니아,"생산자
스템베르거 Stemberger
국가/생산지역
슬로베니아(Slovenia)
주요품종
라스키 리슬링 (Laski Rizling) , 레불라 (Rebula)
알코올
13 %
음용온도
10~12 ℃
추천음식
훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.
기타정보
*이산화황 미첨가(NAS), 내추럴, 비건, 올가닉 와인
*콘크리트 발효, 3000병 생산, 미청징, 미필터"
wine,화이트,"실레니, 셀라 셀렉션 소비뇽 블랑",뉴질랜드,"생산자
실레니 Sileni Estate
국가/생산지역
뉴질랜드(New Zealand) > 사우스 아일랜드(South Island) > 말보로(Marlborough)
주요품종
소비뇽 블랑 (Sauvignon Blanc) 100%
스타일
New Zealand Sauvignon Blanc
알코올
13~14 %
음용온도
8~10 ℃
추천음식
어떤 음식들과도 매칭 하기 편한 스타일이며 해산물 요리, 그릴드 피쉬, 태국식 커리나 소프트 치즈와 잘 어울린다.
기타정보
*2008 New World Wine Awards Bronze Medal
수입사
에노테카코리아   "
wine,레드,아나케나 오나 피노 누아,칠레,"생산자
아나케나 Anakena
국가/생산지역
칠레(Chile) > 아콩카구아(Aconcagua) > 레이다 밸리(Leyda Valley)
주요품종
피노 누아 (Pinot Noir) 100%
스타일
Chilean Pinot Noir
알코올
13.5 %
음용온도
15~16 ℃
추천음식
돼지갈비, 갈비찜, 로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.
기타정보
*와인21닷컴 기자들이 선정한 '피노누아' BEST10 와인
수입사
무학주류상사   "
wine,레드,"아레스티, 에스테이트 셀렉션 까베르네 쇼비뇽",칠레,"생산자
비냐 아레스티 Vina Aresti
국가/생산지역
칠레(Chile) > 쿠리코 밸리(Curico Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon)
음용온도
16~18 ℃
추천음식
양고기, 스테이크 등 모든 육류요리와 페투치니, 라자냐 등의 파스타, 까망베르 치즈와 잘 어울린다.
기타정보
*Wine & Spirits Best Buy – 90 points"
wine,레드,아르테비노 이자디 엘 레갈로 리제르바,스페인,"생산자
아르테비노 Artevino
국가/생산지역
스페인(Spain) > 리오하(Rioja)
주요품종
템프라니요 (Tempranillo) 90%, 가르나차 (Garnacha) , 그라시아노 (Graciano) , 마주엘로 (Mazuelo) 10%
등급
Rioja DOCa(DOQ)
알코올
14.1 %
음용온도
16~18 ℃
추천음식
붉은육류, 불고기, 갈비찜, 양갈비, 치킨, 순대, 햄버거, 피자, 한국음식 등과 잘 어울린다.
기타정보
2014 International Wine &Spirits Competition 은메달"
wine,화이트,"아리에타, 온 더 화이트 키즈",미국,"생산자
아리에타 Arietta
국가/생산지역
미국(U.S.A) > 캘리포니아(California)
주요품종
소비뇽 블랑 (Sauvignon Blanc) 84%, 세미용 (Semillon) 16%
스타일
Californian Sauvignon Blanc
등급
California AVA
음용온도
10~11 ℃
추천음식
허브로 마리네이드 한 로스트 치킨, 랍스터 회, 쉬림프 칵테일등과 잘 어울린다.
수입사
씨에스알와인   "
wine,스파클링,"아바찌아, 돌체볼로 레드",이탈리아,"생산자
아바찌아 Abbazia
국가/생산지역
이탈리아(Italy) > 뿔리아(Puglia)
주요품종
브라케토 (Brachetto) 100%
알코올
6~7 %
음용온도
10~12 ℃
추천음식
디저트, 과일샐러드가 잘 어울린다.
수입사
와인토피아   "
wine,레드,"알바로 팔라시오스, 레르미타",스페인,"생산자
보데가 팔라시오스 레몬도 Bodega Palacios Remondo
국가/생산지역
스페인(Spain)
주요품종
가르나차 (Garnacha) 85%, 카베르네 소비뇽 (Cabernet Sauvignon) 5%, 까리네나 (Carinena) 5%
스타일
Spanish Red
음용온도
16~18 ℃
추천음식
불에 구운 붉은 고기류와 양생류 요리, 소스가 약간 가미된 요리, 숙성이 된 치즈 등과 잘 어울린다.
기타정보
*2018 빈티지: Robert Parker 99점, James Suckling 98점
*2015 빈티지: Robert Parker 97점
*2013 빈티지: Robert Parker 100점
수입사
나라셀라   "
wine,스파클링,"앙리 아벨레, 스와레 파리지엥",프랑스,"생산자
앙리 아벨레 Henri Abele
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
샤르도네 (Chardonnay) 60%, 피노 뮈니에 (Pinot Meunier) 20%, 피노 누아 (Pinot Noir) 20%
등급
Champagne AOC(AOP)
음용온도
9~11 ℃
추천음식
레몬그라스와 함께 데친 새우요리. 야생 크랜베리를 곁들인 사슴 카르파치오, 밀라노 스타일의 송아지 요리, 치킨 샐러드와 완벽환 조화를 이룬다."
wine,레드,에스 쿠이코 오크드 카버네 소비뇽,칠레,"생산자
에체베리아 Echeverria
국가/생산지역
칠레(Chile) > 쿠리코 밸리(Curico Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon)
알코올
13~14 %
음용온도
16~18 ℃
추천음식
토마토 파스타, 하드 치즈 등과 잘 어울린다.
수입사
지에프비노   "
wine,레드,"엘 비에호 델 발레, 피노누아",칠레,"생산자
엘 비에호 델 발레 El Viejo del Valle
국가/생산지역
칠레(Chile)
주요품종
피노 누아 (Pinot Noir)
스타일
Chilean Pinot Noir
알코올
12~13 %
음용온도
14~16 ℃
추천음식
로스트비프, 바비큐, 훈제오리, 닭고기, 참치, 훈제연어, 수육, 편육, 송이버섯, 다양한 치즈, 콩테, 크림파스타 등과 잘 어울린다.
수입사
모노드림   "
wine,화이트,"오 봉 클리마, 샤도네이",미국,"생산자
오 봉 클리마 Au Bon Climat
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 산타 바바라 카운티(Santa Barbara County)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Californian Chardonnay
알코올
13~14 %
음용온도
12~14 ℃
추천음식
다양한 파스타와 해산물 요리, 닭고기 샐러드 등과 잘 어울린다.
기타정보
*Vivino 4.1점
*Wine Searcher 89점
*Cellar Tracker 88점
*Wine & Spirits “ 세계 Top 100 와이너리 2020” 선정
*VINOUS “ 올해의 와이너리 2019” 선정
*101 Best Wineries in America 3 위 선정
*Wein Gourmet “ 세계의 와인메이커 2004” 선정
*Food Wine Magazine 세계의 와인메이커 2001” 선정
수입사
티애니떼루와(주)   "
wine,레드,"오 봉 클리마, 피노 누아 녹스 알렉산더",미국,"생산자
오 봉 클리마 Au Bon Climat
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 산타 바바라 카운티(Santa Barbara County) > 산타 마리아 밸리(Santa Maria Valley)
주요품종
피노 누아 (Pinot Noir) 100%
스타일
Californian Pinot Noir
등급
Santa Maria Valley AVA
알코올
13.5 %
음용온도
16-18 ℃
추천음식
붉은육류, 로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.
기타정보
*Wine & Spirits Magazine 92점

*2014 빈티지: Vinous 94점, Robert Parker 90점
*2013 빈티지: Vinous 95점, Wine Enthusiast 96점, Robert Parker 92점
수입사
티애니떼루와(주)   "
wine,레드,올리비에 번스타인 즈브레 샹베르땅,프랑스,"생산자
올리비에 번스타인 Olivier Bernstein
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 뉘(Côte de Nuits) > 쥬브레-샹베르땅(Gevrey-Chambertin)
주요품종
피노 누아 (Pinot Noir) 100%
등급
Gevrey-Chambertin AOC(AOP)
음용온도
15~17 ℃
추천음식
스테이크
기타정보
*2016 빈티지: Vinous 90-92점
*Burghound 88-90점
수입사
크리스탈와인   "
wine,화이트,"와비사비, 726 바인스 바하우",오스트리아,"생산자
와비사비 Wabi Sabi
국가/생산지역
오스트리아(Austria)
주요품종
그뤼너 벨트리너 (Gruner Veltliner) , 리슬링 (Riesling)
알코올
11~12 %
음용온도
8~10 ℃
추천음식
담백한 생선요리, 구운 야채, 아스파라거스 요리 등과 잘 어울린다.
수입사
신세계엘앤비   "
wine,화이트,"우바 농 그라타, 그로 망상",프랑스,"생산자
우바 농 그라타 Uva Non Grata
국가/생산지역
프랑스(France)
주요품종
그로 만생 (Gros Manseng)
알코올
12~13 %
음용온도
8~10 ℃
수입사
모노드림   "
wine,레드,"월즈 엔드, 이프 식스 워즈 나인",미국,"생산자
월즈 엔드 와이너리 World's End Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot)
스타일
Californian Cabernet Sauvignon
등급
Napa Valley AVA
음용온도
16~18 ℃
추천음식
붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 버섯, 숙성치즈와 잘 어울린다.
수입사
씨에스알와인   "
wine,로제,"이모스, 로제",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 리버사이드 카운티(Riverside County) > 테메큘라 밸리(Temecula Valley)
주요품종
산지오베제 (Sangiovese)
등급
Temecula Valley AVA
알코올
13~14 %
음용온도
8~10 ℃
추천음식
오븐에 구운 칠면조, 토마토, 아보카도를 넣은 클럽 샌드위치와 잘 어울린다."
wine,화이트,"이모스, 머스캣 레이트 하비스트",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 리버사이드 카운티(Riverside County) > 테메큘라 밸리(Temecula Valley)
주요품종
뮈스까 까넬리 (Muscat Canelli)
등급
Temecula Valley AVA
알코올
10~11 %
음용온도
6~8 ℃
추천음식
과일 타르트, 특히 꿀과 살구로 향을 입힌 타르트와 잘 어울린다.
기타정보
*2014 Berliner Wein Trophy BERLINER GOLD
*2014 빈티지: 2016 L.A International 은메달"
wine,화이트,"이모스, 소비뇽 블랑",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 소노마 카운티(Sonoma County) > 러시안 리버 밸리(Russian River Valley)
주요품종
소비뇽 블랑 (Sauvignon Blanc)
등급
Russian River Valley AVA
알코올
14~15 %
음용온도
10~12 ℃
추천음식
참치, 앤초비가 들어간 신선한 샐러드와 잘 어울린다."
wine,레드,"이모스, 카베르네 소비뇽",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 리버사이드 카운티(Riverside County) > 테메큘라 밸리(Temecula Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon)
등급
Temecula Valley AVA
알코올
13~14 %
음용온도
14~16 ℃
추천음식
스테이크, 그릴요리, 갈비와 잘 어울린다.."
wine,레드,"이모스, 트리올레",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 리버사이드 카운티(Riverside County) > 테메큘라 밸리(Temecula Valley)
주요품종
산지오베제 (Sangiovese) , 카베르네 프랑 (Cabernet Franc) , 메를로 (Merlot)
등급
Temecula Valley AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
치즈, 토마토소스가 곁들여진 피자, 파스타와 잘 어울린다."
wine,레드,쟝테 팡시오 부르고뉴 피노 핀,프랑스,"생산자
쟝테 팡시오 Geantet-Pansiot
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne)
주요품종
피노 누아 (Pinot Noir) 100%
스타일
Burgundy Red
등급
Bourgogne AOC(AOP)
음용온도
15~17 ℃
추천음식
비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.
기타정보
*2013 빈티지: Robert Parker 83점
수입사
에노테카코리아   "
wine,레드,제나토 발폴리첼라 수페리오레,이탈리아,"생산자
제나토 아지엔다 비티비니콜라 SRL Zenato Azienda Vitivinicola SRL
국가/생산지역
이탈리아(Italy) > 베네토(Veneto) > 발폴리첼라(Valpolicella)
주요품종
코르비나 베로네제 (Corvina Veronese) 80%, 론디넬라 (Rondinella) 10%, 산지오베제 (Sangiovese) 10%
알코올
13.5 %
음용온도
16~18 ℃
추천음식
비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다."
wine,화이트,"제라르 베르트랑, 시갈뤼스 블랑",프랑스,"생산자
제라르 베르트랑 Gerard Bertrand
국가/생산지역
프랑스(France) > 서던 프랑스(Southern France) > 랑그독 루씨용(Languedoc Roussillon)
주요품종
샤르도네 (Chardonnay) 70%, 비오니에 (Viognier) 20%, 소비뇽 블랑 (Sauvignon Blanc) 10%
스타일
Languedoc-Roussillon White
등급
Pays d'Oc IGP
알코올
14~15 %
음용온도
10~12 ℃
추천음식
소스를 곁들인 관자나 튀긴 생선요리, 레몬, 버터로 구운 대구, 케이퍼, 클램차우더, 레몬과 타임이 곁들여진 로스티드 치킨 등과 잘 어울린다.
기타정보
*2018 빈티지: Robert Parker 93점, Wine Spectator 90점
*2016 빈티지: Robert Parker 90점, 2019 대한민국 주류대상 - 대상 수상, Decanter World Wine Awards 88점
*2015 빈티지: Decanter World Wine Awards Bronze
*2014 빈티지: Jancis Robinson 17점, Wine Enthusiast 90점
*2013 빈티지: Jancis Robinson 17점, Wine Enthusiast 89점
*2012 빈티지: Wine Spectator 89점
수입사
하이트진로   "
wine,스파클링,"줄 라쌀, 프르미에 크뤼 브뤼",프랑스,"생산자
줄 라쌀 Jules Lassalle
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
샤르도네 (Chardonnay)
등급
Champagne AOC(AOP)
알코올
12 %
음용온도
7~9 ℃
추천음식
상큼한 소스의 샐러드, 과일, 새우요리등의 강한 양념이 없는 해물요리들과 잘 어울린다."
wine,화이트,지아콘디 트레비아노,이탈리아,"생산자
몬도 델 비노 MGM Mondo del Vino
국가/생산지역
이탈리아(Italy) > 에밀리아 로마냐(Emilia-Romagna)
주요품종
트레비아노 (Trebbiano) 100%
등급
Rubicone IGT(IGP)
알코올
12~13 %
음용온도
8~10 ℃
추천음식
야채 오믈렛, 다양한 해산물요리, 생선회, 스시 등과 잘 어울린다."
wine,스파클링,"찰스 하이직, 로제 리저브",프랑스,"생산자
찰스 하이직 Charles Heidsieck
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) 44%, 샤르도네 (Chardonnay) 38%, 피노 뮈니에 (Pinot Meunier) 18%
등급
Champagne AOC(AOP)
음용온도
7~9 ℃
추천음식
샐러드, 씨푸드, 치즈 등과 잘 어울린다.
기타정보
*Bettane & Desseauve 17.5
*Gilbert & Gaillard 89
*Decanter 2012 / NV Rose Trophy
*Decanter 2011 / Gold
*Decanter 2010 / Silver
*Fine Magazine – 100 Best Champagnes 2012
*#1 Non-Vintage Rose Champagne 91point
*Fine Magazine N.1 로제 샴페인 선정
*2014 Champagne & Sparkling Wine World Championships – Non- Vintage Rose 부문 우승"
wine,레드,"카네타 자파타, 안젤리카 자파타 말벡",아르헨티나,"생산자
까테나 자파타 Catena Zapata
국가/생산지역
아르헨티나(Argentina)
주요품종
말벡 (Malbec) 100%
스타일
Argentinian Malbec
양조
10도 이하의 차가운 온도에서 침용 과정을 거쳐 향을 추출
숙성
18개월 프랑스 오크 배럴에 숙성을 하며 배럴은 포도밭과 빈티지에 따라 선별하여 사용
알코올
14~15 %
음용온도
16~18 ℃
추천음식
그릴에 구운 육류, 양고기 로스트, 램챱 등 다양한 육류요리, 숙성한 치즈와 곁들이면 잘 어울린다.
기타정보
*올드 바인 말벡 포도로 양조한 와인
*아메리칸 에어라인 퍼스트 클래스 기내 와인
*아르헨티나, 브라질 내 $50 리테일 브랜드 와인
수입사
신세계엘앤비   "
wine,레드,"카르멘, 그란 리제르바 까르메네르",칠레,"생산자
비냐 카르멘 Vina Carmen
국가/생산지역
칠레(Chile) > 라펠 밸리(Rapel Valley) > 콜차구아 밸리(Cholchagua Valley)
주요품종
카르메네르 (Carmenere)
스타일
Chilean Carménère
알코올
14~15 %
음용온도
16~18 ℃
추천음식
필렛 미뇽, 로스트 립, 로스트 오리구이, 미트볼, 케밥, 치즈 혹은 크림소스 파스타, 파마산 체다 치즈 등과 잘 어울린다.
기타정보
*2011년 코리아 와인 챌린지 최고의 칠레 와인으로 선정
수입사
롯데칠성음료   "
